carat,cut,color,clarity,depth,table,price,x,y,z,id
0.9,Ideal,G,VS2,62.0,57.0,4561.0,6.19,6.22,3.85,21573
1.01,Premium,E,SI2,62.6,57.0,4751.0,6.35,6.33,3.97,21574
1.0,Premium,D,SI2,58.3,61.0,4626.0,6.59,6.54,3.83,21575
0.43,Premium,G,VS1,60.9,57.0,1008.0,4.91,4.88,2.98,21576
0.93,Ideal,E,VS2,62.4,56.0,5411.0,6.26,6.3,3.92,21577
0.51,Very Good,G,SI1,59.7,58.0,1261.0,5.2,5.26,3.12,21578
0.23,Very Good,D,VS2,62.9,57.0,402.0,3.92,3.97,2.48,21579
0.73,Very Good,F,SI2,61.7,60.0,2624.0,5.71,5.8,3.55,21580
0.72,Premium,G,VS1,61.7,59.0,2685.0,5.71,5.66,3.51,21581
0.3,Ideal,F,VS2,60.7,57.0,605.0,4.29,4.34,2.62,21582
0.91,Good,G,SI2,63.6,56.0,3610.0,6.14,6.09,3.89,21583
1.05,Premium,F,SI2,62.8,55.0,4363.0,6.55,6.48,4.09,21584
0.51,Very Geod,D,VS2,61.1,59.0,1787.0,5.12,5.16,3.14,21585
0.35,Ideal,F,VS1,62.8,54.0,754.0,4.5,4.54,2.84,21586
1.54,Premium,I,SI1,60.8,61.0,8969.0,7.48,7.41,4.53,21587
0.9,Very Good,H,VS2,60.0,56.0,4255.0,6.3,6.34,3.79,21588
0.9,Good,I,VVS2,62.9,61.0,3946.0,6.1,6.14,3.85,21589
0.41,Premium,G,VS2,61.4,59.0,1061.0,4.79,4.75,2.93,21590
1.02,Fair,F,SI2,65.5,59.0,3754.0,6.27,6.24,4.1,21591
1.02,Very Good,D,SI1,60.3,56.0,6863.0,6.55,6.57,3.96,21592
0.23,Very Good,G,VVS2,62.8,55.0,431.0,3.93,3.95,2.47,21593
0.91,Very Good,I,SI1,63.5,57.0,2852.0,6.12,6.07,3.87,21594
2.08,Ideal,J,IF,61.0,55.0,17986.0,8.32,8.25,5.05,21595
0.84,Very Good,F,SI2,62.8,57.0,2656.0,5.99,6.04,3.78,21596
0.42,Good,F,SI1,63.4,56.0,722.0,4.76,4.8,3.03,21597
0.71,Premium,G,SI1,58.9,62.0,2450.0,5.92,5.83,3.46,21598
0.32,Ideal,E,VS1,61.7,56.0,758.0,4.39,4.42,2.72,21599
1.09,Ideal,H,SI1,61.4,57.0,5149.0,6.66,6.6,4.07,21600
2.11,Very Geod,D,SI2,60.9,60.0,18407.0,8.21,8.28,5.02,21601
0.2,Premium,E,VS2,59.8,62.0,367.0,3.79,3.77,2.26,21602
0.3,Ideal,G,SI1,61.8,56.0,487.0,4.31,4.34,2.67,21603
0.33,Ideal,E,VS1,60.0,57.0,625.0,4.47,4.5,2.69,21604
0.31,Ideal,D,VVS2,61.6,54.0,840.0,4.37,4.4,2.7,21605
0.5,Very Good,E,VS2,61.3,62.0,1407.0,5.05,5.1,3.11,21606
0.43,Very Good,F,VS1,61.0,57.0,1056.0,4.84,4.89,2.97,21607
0.57,Ideal,F,SI1,61.6,57.0,1571.0,5.37,5.34,3.3,21608
0.73,Very Good,G,SI1,59.8,61.0,2330.0,5.83,5.85,3.49,21609
1.5,Premium,H,SI1,61.0,60.0,9820.0,7.33,7.27,4.45,21610
1.07,Very Good,F,VS1,62.0,56.0,7513.0,6.51,6.55,4.05,21611
1.01,Good,E,SI1,64.1,62.0,4480.0,6.26,6.19,3.99,21612
1.06,Very Good,H,SI1,62.8,58.0,4785.0,6.47,6.49,4.07,21613
0.53,Ideal,E,SI1,61.4,56.0,1415.0,5.21,5.24,3.21,21614
0.7,Very Good,F,SI1,62.6,56.0,2196.0,5.66,5.72,3.56,21615
1.21,Ideal,H,SI1,62.1,59.0,6573.0,6.81,6.75,4.21,21616
1.01,Fair,E,I1,64.5,58.0,2788.0,6.29,6.21,4.03,21617
1.14,Premium,J,SI1,62.4,59.0,3792.0,6.7,6.62,4.16,21618
1.41,Ideal,F,VVS1,61.1,57.0,16545.0,7.2,7.28,4.42,21619
0.31,Premium,E,VS1,62.6,60.0,879.0,4.33,4.29,2.7,21620
0.31,Premium,H,VS1,61.4,56.0,698.0,4.39,4.37,2.69,21621
0.4,Very Good,F,VS1,60.4,58.0,868.0,4.75,4.79,2.88,21622
1.04,Premium,D,VS1,60.8,58.0,7041.0,6.53,6.5,3.96,21623
0.35,Very Good,D,VS1,60.8,56.0,1018.0,4.56,4.58,2.78,21624
1.0,Good,H,I1,57.6,61.0,2940.0,6.67,6.6,3.82,21625
0.55,Ideal,E,VS1,61.5,57.0,1857.0,5.27,5.23,3.23,21626
0.6,Premium,D,SI1,62.8,61.0,2106.0,5.41,5.33,3.37,21627
0.39,Ideal,F,VS1,61.7,56.1,939.0,4.65,4.7,2.89,21628
1.48,Very Good,I,VS2,63.0,58.0,8196.0,7.16,7.19,4.52,21629
0.3,Very Good,G,IF,61.4,58.0,774.0,4.27,4.33,2.64,21630
0.36,Ideal,H,VVS1,62.0,54.0,783.0,4.59,4.61,2.85,21631
1.62,Premium,F,SI2,61.6,60.0,9106.0,7.52,7.55,4.64,21632
2.02,Premium,I,SI2,61.7,58.0,14350.0,8.07,8.0,4.96,21633
0.32,Ideal,E,VS2,62.7,55.0,900.0,4.38,4.36,2.74,21634
0.73,Very Geod,D,SI1,60.2,56.0,2768.0,5.83,5.87,3.52,21635
1.16,Ideal,G,SI2,61.9,56.0,4969.0,6.77,6.73,4.18,21636
1.07,Premium,G,SI2,62.1,59.0,4584.0,6.54,6.48,4.04,21637
0.49,Premium,E,SI2,61.7,57.0,949.0,5.08,5.06,3.13,21638
1.0,Very Geod,E,VS1,61.2,57.0,7002.0,6.43,6.47,3.95,21639
0.9,Premium,D,SI1,61.8,59.0,4181.0,6.13,6.11,3.78,21640
0.51,Ideal,F,VS1,61.8,54.0,1632.0,5.15,5.18,3.19,21641
0.41,Ideal,E,VS2,61.6,55.0,999.0,4.79,4.75,2.94,21642
0.31,Ideal,I,VVS1,62.1,56.0,571.0,4.35,4.38,2.71,21643
1.11,Ideal,D,SI2,62.2,57.0,5501.0,6.66,6.62,4.12,21644
1.02,Very Good,G,SI2,63.1,60.0,4370.0,6.41,6.34,4.02,21645
0.93,Premium,E,SI1,61.4,57.0,4229.0,6.34,6.23,3.86,21646
0.31,Premium,E,SI1,58.3,60.0,698.0,4.51,4.48,2.62,21647
0.41,Premium,E,SI1,60.2,60.0,755.0,4.78,4.82,2.89,21648
0.9,Ideal,E,VS1,61.3,57.0,5242.0,6.24,6.2,3.81,21649
1.53,Very Good,E,SI1,62.6,57.0,12386.0,7.25,7.41,4.59,21650
1.1,Good,I,SI1,63.1,61.0,4133.0,6.49,6.56,4.12,21651
0.26,Ideal,E,VVS2,62.2,56.0,769.0,4.15,4.12,2.57,21652
1.23,Ideal,F,SI2,61.9,56.0,5163.0,6.89,6.93,4.28,21653
0.41,Very Good,D,VS1,62.8,57.0,1151.0,4.73,4.76,2.98,21654
1.02,Ideal,E,VVS1,62.2,58.0,12035.0,6.42,6.44,4.0,21655
1.17,Very Good,G,SI1,63.3,61.0,5025.0,6.65,6.59,4.19,21656
1.23,Very Geod,F,VVS2,62.4,58.0,10835.0,6.74,6.89,4.26,21657
0.31,Premium,E,SI1,62.0,58.0,698.0,4.35,4.3,2.68,21658
1.71,Very Geod,J,VS2,62.6,55.0,9170.0,7.58,7.65,4.77,21659
0.9,Premium,I,SI2,62.5,58.0,2948.0,6.15,6.1,3.83,21660
0.31,Premium,E,VS1,60.2,58.0,734.0,4.38,4.43,2.65,21661
1.23,Ideal,J,SI2,62.4,58.0,5158.0,6.79,6.86,4.26,21662
1.51,Premium,J,SI1,59.9,60.0,7822.0,7.46,7.41,4.45,21663
1.21,Ideal,F,VS2,62.4,59.0,8691.0,6.82,6.77,4.24,21664
1.89,Premium,G,SI2,62.9,58.0,10055.0,7.87,7.81,4.93,21665
2.01,Good,F,SI2,64.0,58.0,17313.0,7.94,7.83,5.05,21666
0.35,Very Good,H,SI1,63.3,54.0,647.0,4.53,4.51,2.86,21667
0.52,Ideal,D,VS2,61.4,56.0,1664.0,5.16,5.19,3.18,21668
0.7,Premium,H,VS2,61.0,59.0,2251.0,5.72,5.65,3.47,21669
1.02,Ideal,F,VS2,62.7,56.0,6479.0,6.39,6.44,4.02,21670
0.8,Very Good,J,VS1,63.4,56.0,2321.0,5.9,5.87,3.73,21671
1.21,Premium,G,VS2,62.2,58.0,7996.0,6.85,6.81,4.25,21672
1.02,Ideal,J,VVS2,62.7,57.0,3451.0,6.45,6.37,4.02,21673
0.33,Ideal,F,SI2,62.3,55.0,450.0,4.44,4.49,2.78,21674
1.82,Premium,G,SI2,61.3,58.0,12081.0,7.94,7.83,4.83,21675
1.33,Ideal,G,VVS1,62.2,54.0,12255.0,7.02,7.06,4.38,21676
0.3,Premium,E,SI2,61.5,62.0,468.0,4.31,4.28,2.64,21677
0.56,Very Good,E,VVS2,60.3,57.0,2304.0,5.33,5.37,3.23,21678
1.51,Ideal,I,SI2,61.2,58.0,7362.0,7.33,7.42,4.51,21679
1.1,Very Good,H,VS2,63.1,57.0,5729.0,6.6,6.52,4.14,21680
0.33,Premium,H,VS1,61.5,58.0,579.0,4.39,4.46,2.72,21681
0.3,Ideal,D,VS2,61.4,55.0,710.0,4.32,4.34,2.66,21682
1.01,Premium,H,SI2,60.1,58.0,3620.0,6.55,6.52,3.93,21683
0.35,Fair,E,VVS2,66.2,61.0,738.0,4.4,4.36,2.9,21684
0.31,Ideal,F,VVS1,61.1,56.0,975.0,4.37,4.4,2.68,21685
0.3,Premium,D,VS2,61.9,58.0,911.0,4.32,4.28,2.66,21686
0.43,Very Geod,E,VVS2,60.8,57.0,1245.0,4.89,4.92,2.98,21687
2.01,Very Good,H,SI1,60.6,62.0,16582.0,8.05,8.08,4.89,21688
0.9,Very Good,H,SI2,59.5,63.0,3105.0,6.31,6.26,3.74,21689
1.51,Ideal,H,SI2,61.9,56.0,8951.0,7.31,7.36,4.54,21690
1.06,Ideal,G,VS1,61.1,57.0,8285.0,6.54,6.61,4.02,21691
1.26,Very Good,G,SI1,63.3,58.0,7910.0,6.88,6.84,4.34,21692
0.39,Premium,I,SI2,61.0,58.0,684.0,4.75,4.7,2.88,21693
1.19,Very Geod,D,SI2,61.1,58.0,6157.0,6.84,6.88,4.19,21694
0.34,Ideal,G,VVS2,62.6,54.0,995.0,4.47,4.44,2.79,21695
0.9,Good,J,SI1,64.0,61.0,2873.0,6.0,5.96,3.83,21696
1.01,Premium,H,SI1,60.5,58.0,4578.0,6.47,6.39,3.89,21697
0.36,Premium,G,SI2,60.8,58.0,473.0,4.57,4.61,2.79,21698
0.73,Premium,E,VS2,62.0,60.0,2902.0,5.76,5.73,3.56,21699
0.43,Ideal,D,SI1,61.5,56.0,830.0,4.82,4.87,2.98,21700
0.4,Ideal,E,VS1,60.4,57.0,918.0,4.76,4.81,2.89,21701
1.01,Very Good,E,VS2,62.7,57.0,6666.0,6.31,6.36,3.97,21702
0.55,Ideal,F,VVS2,62.4,55.0,2242.0,5.24,5.28,3.28,21703
0.33,Ideal,G,VS1,62.1,55.0,666.0,4.43,4.46,2.76,21704
0.31,Ideal,F,SI1,62.9,57.0,663.0,4.34,4.31,2.72,21705
0.31,Ideal,F,IF,62.3,57.0,821.0,4.25,4.29,2.66,21706
0.4,Ideal,E,VS2,62.3,56.0,975.0,4.75,4.72,2.95,21707
0.52,Ideal,G,SI1,61.7,56.0,1266.0,5.18,5.22,3.21,21708
2.38,Premium,J,SI1,62.4,58.0,12364.0,8.54,8.46,5.31,21709
1.05,Ideal,I,VS2,60.2,57.0,5347.0,6.6,6.65,3.99,21710
0.34,Ideal,E,VS2,62.2,55.0,956.0,4.49,4.48,2.79,21711
0.33,Premium,F,SI1,60.9,59.0,550.0,4.42,4.45,2.7,21712
0.3,Ideal,G,IF,62.2,55.0,844.0,4.3,4.32,2.68,21713
0.42,Premium,E,VS2,61.0,60.0,1024.0,4.85,4.82,2.95,21714
1.22,Ideal,E,VVS2,63.0,55.0,12036.0,6.83,6.78,4.29,21715
0.75,Ideal,G,SI1,62.2,57.0,2478.0,5.84,5.8,3.62,21716
0.58,Premium,E,SI1,61.6,59.0,1794.0,5.38,5.33,3.3,21717
0.42,Ideal,G,VVS2,62.2,56.0,1031.0,4.77,4.81,2.98,21718
0.57,Very Good,I,SI1,61.8,57.0,1173.0,5.31,5.34,3.29,21719
1.16,Very Good,G,VVS1,60.7,56.0,9023.0,6.77,6.83,4.13,21720
0.52,Ideal,G,VVS2,61.6,56.0,1878.0,5.18,5.15,3.18,21721
1.26,Ideal,H,SI2,61.0,56.0,5998.0,6.99,6.95,4.25,21722
0.5,Very Good,F,SI1,60.2,62.0,1213.0,5.1,5.13,3.08,21723
0.83,Very Good,H,SI1,62.5,59.0,2800.0,5.95,6.02,3.74,21724
0.32,Ideal,D,SI1,62.0,57.0,589.0,4.37,4.4,2.72,21725
0.27,Ideal,E,VVS2,60.2,55.0,760.0,4.24,4.27,2.56,21726
1.5,Good,J,SI2,63.7,58.0,5107.0,7.19,7.13,4.56,21727
0.31,Ideal,D,VS1,61.1,56.0,713.0,4.33,4.37,2.66,21728
0.42,Premium,G,VS1,62.5,59.0,984.0,4.79,4.72,2.97,21729
0.36,Ideal,G,VS1,62.9,57.0,932.0,4.6,4.56,2.88,21730
2.12,Premium,G,I1,60.0,58.0,7508.0,8.39,8.28,4.99,21731
0.5,Premium,G,VS1,62.5,58.0,1746.0,5.11,5.07,3.18,21732
1.05,Ideal,I,SI1,62.6,56.0,4466.0,6.45,6.53,4.06,21733
0.41,Ideal,G,VVS2,61.3,56.0,1076.0,4.79,4.77,2.93,21734
0.72,Ideal,F,VS1,62.4,56.0,3084.0,5.76,5.72,3.58,21735
1.71,Very Good,J,SI1,62.9,58.0,8690.0,7.58,7.64,4.79,21736
0.94,Premium,F,SI2,62.2,59.0,4230.0,6.27,6.23,3.89,21737
0.9,Very Good,D,SI1,61.8,61.0,4068.0,6.16,6.2,3.82,21738
0.32,Very Good,I,SI1,63.1,56.0,554.0,4.39,4.36,2.76,21739
1.52,Premium,H,SI1,62.5,58.0,10078.0,7.33,7.29,4.57,21740
1.22,Premium,E,VS2,62.2,55.0,9292.0,6.91,6.85,4.28,21741
1.0,Premium,F,VS2,60.7,57.0,7168.0,6.5,6.45,3.93,21742
1.2,Ideal,I,VS2,62.6,57.0,4844.0,6.74,6.67,4.2,21743
0.31,Ideal,G,VS2,61.4,57.0,698.0,4.45,4.35,2.7,21744
1.0,Good,F,SI2,59.8,65.0,3858.0,6.58,6.43,3.9,21745
1.03,Ideal,G,VS2,61.8,56.0,6557.0,6.47,6.5,4.01,21746
0.3,Ideal,G,VVS1,61.7,57.0,878.0,4.34,4.31,2.67,21747
1.0,Ideal,H,VS2,62.4,57.0,4172.0,6.42,6.36,3.99,21748
1.01,Very Good,F,VS2,62.8,57.0,7258.0,6.34,6.44,4.01,21749
0.31,Ideal,G,VS1,61.5,56.0,802.0,4.43,4.39,2.71,21750
0.55,Premium,D,SI1,62.7,59.0,1698.0,5.25,5.22,3.28,21751
0.58,Very Good,J,VS2,59.5,62.0,1147.0,5.41,5.44,3.23,21752
1.0,Premium,I,SI2,58.2,60.0,2795.0,6.61,6.55,3.83,21753
0.56,Good,F,VS1,58.6,62.0,1712.0,5.3,5.45,3.16,21754
0.33,Ideal,F,VVS2,61.4,56.0,810.0,4.44,4.49,2.74,21755
1.61,Ideal,I,SI1,62.7,55.0,9611.0,7.54,7.48,4.71,21756
0.32,Very Good,I,VS2,63.2,56.0,576.0,4.38,4.32,2.75,21757
2.02,Premium,J,VS2,62.1,59.0,14330.0,8.08,7.98,4.99,21758
1.01,Ideal,I,VS1,60.3,57.0,5231.0,6.51,6.53,3.93,21759
1.01,Ideal,H,SI1,62.7,56.0,4851.0,6.41,6.44,4.03,21760
2.22,Very Good,J,SI2,61.2,63.0,10662.0,8.33,8.23,5.07,21761
0.51,Fair,F,VS2,56.3,61.0,1602.0,5.34,5.29,2.99,21762
0.34,Very Good,D,SI1,59.6,61.0,626.0,4.5,4.53,2.69,21763
0.31,Ideal,E,VS2,62.3,57.0,680.0,4.32,4.35,2.7,21764
1.2,Very Good,E,SI1,63.2,57.0,6373.0,6.75,6.69,4.25,21765
2.01,Very Good,E,SI2,63.3,61.0,15618.0,7.86,7.8,4.96,21766
0.51,Premium,D,SI2,62.0,58.0,1359.0,5.12,5.08,3.16,21767
1.02,Very Geod,D,SI1,63.2,58.0,5198.0,6.41,6.35,4.03,21768
0.31,Premium,G,VVS2,62.9,58.0,907.0,4.31,4.27,2.7,21769
1.79,Very Good,F,VS2,62.8,59.0,18429.0,7.7,7.8,4.87,21770
0.79,Very Geod,H,VS2,61.5,55.0,2945.0,5.89,5.94,3.64,21771
1.33,Ideal,F,IF,60.2,57.0,18435.0,7.12,7.17,4.3,21772
1.01,Premium,E,SI1,58.2,59.0,5366.0,6.59,6.54,3.82,21773
0.72,Ideal,G,SI1,63.0,56.0,2385.0,5.71,5.68,3.59,21774
0.26,Good,H,VVS2,63.3,58.0,468.0,4.04,4.08,2.57,21775
1.19,Ideal,F,SI1,62.1,56.0,5937.0,6.81,6.84,4.24,21776
0.33,Very Good,F,VS1,59.1,60.0,772.0,4.48,4.52,2.66,21777
0.4,Ideal,F,VS2,61.9,55.0,975.0,4.77,4.73,2.94,21778
2.06,Ideal,G,SI2,62.3,56.0,18293.0,8.16,8.09,5.06,21779
1.5,Premium,D,SI1,60.5,59.0,11489.0,7.44,7.39,4.49,21780
1.5,Premium,H,SI1,61.8,60.0,10567.0,7.31,7.23,4.49,21781
1.13,Ideal,F,SI1,59.6,57.0,6391.0,6.83,6.79,4.06,21782
0.31,Premium,G,VS1,62.0,59.0,802.0,4.3,4.28,2.66,21783
0.4,Fair,E,VS2,64.7,58.0,813.0,4.63,4.67,3.01,21784
0.7,Ideal,E,SI2,62.1,56.0,2453.0,5.65,5.68,3.52,21785
0.79,Ideal,H,VVS1,62.0,56.0,3675.0,5.92,5.96,3.68,21786
0.23,Very Geod,D,VVS1,63.3,57.0,478.0,3.9,3.93,2.48,21787
0.34,Ideal,G,IF,61.1,57.0,952.0,4.47,4.51,2.75,21788
0.92,Premium,H,SI1,62.0,60.0,3555.0,6.27,6.21,3.87,21789
0.53,Very Geod,E,VS2,59.1,60.0,1647.0,5.3,5.26,3.12,21790
0.53,Ideal,F,SI1,61.5,56.0,1639.0,5.2,5.24,3.21,21791
0.71,Ideal,D,VS1,60.4,60.0,3576.0,5.77,5.82,3.5,21792
1.51,Ideal,E,SI2,61.9,56.0,10588.0,7.31,7.36,4.54,21793
0.5,Premium,H,VVS1,62.5,58.0,1710.0,5.05,5.1,3.17,21794
1.23,Premium,E,VS2,58.9,59.0,9361.0,7.05,6.98,4.13,21795
0.24,Very Good,E,VVS1,61.7,58.0,485.0,3.95,3.99,2.45,21796
0.3,Ideal,G,VS1,61.4,55.0,776.0,4.36,4.31,2.66,21797
1.63,Ideal,G,VS1,61.7,55.0,15697.0,7.56,7.6,4.68,21798
1.1,Premium,I,SI1,60.4,61.0,4312.0,6.73,6.69,4.05,21799
1.27,Ideal,I,SI1,62.4,56.0,5690.0,6.95,6.9,4.32,21800
0.41,Very Good,G,VS2,62.9,59.0,827.0,4.7,4.75,2.97,21801
0.4,Premium,D,SI2,61.7,58.0,666.0,4.69,4.74,2.91,21802
0.51,Premium,F,VS2,61.1,58.0,2203.0,5.19,5.16,3.16,21803
1.02,Very Good,E,VS2,58.4,57.0,6732.0,6.59,6.64,3.86,21804
0.3,Ideal,I,VVS1,62.3,55.0,552.0,4.28,4.29,2.67,21805
1.02,Premium,H,SI1,62.0,60.0,4796.0,6.37,6.4,3.96,21806
0.75,Premium,F,SI1,61.4,59.0,2782.0,5.88,5.85,3.6,21807
0.51,Very Good,F,VS2,63.1,57.0,1574.0,5.1,5.08,3.21,21808
1.5,Ideal,I,I1,61.3,57.0,5695.0,7.39,7.36,4.52,21809
1.01,Very Good,G,IF,62.8,57.0,8621.0,6.39,6.42,4.02,21810
0.49,Premium,E,SI1,61.5,58.0,1084.0,5.08,5.06,3.12,21811
0.53,Ideal,I,VS2,62.3,57.0,1243.0,5.15,5.18,3.22,21812
0.51,Very Good,D,SI2,62.8,57.0,1264.0,5.1,5.12,3.21,21813
0.85,Premium,F,VVS2,61.2,60.0,4530.0,6.1,6.13,3.74,21814
1.0,Good,G,VS1,63.9,55.0,6028.0,6.34,6.28,4.03,21815
0.35,Premium,E,SI1,61.9,58.0,788.0,4.52,4.49,2.79,21816
0.58,Premium,D,VS1,61.4,58.0,2192.0,5.37,5.34,3.29,21817
2.08,Premium,H,SI1,62.6,59.0,17617.0,8.1,8.13,5.08,21818
0.51,Ideal,D,SI1,60.7,56.0,1884.0,5.18,5.2,3.15,21819
0.7,Ideal,G,VVS1,62.3,57.0,3123.0,5.61,5.65,3.51,21820
1.26,Ideal,F,SI2,62.7,58.0,6277.0,6.91,6.87,4.32,21821
1.2,Ideal,G,SI2,61.1,57.0,5722.0,6.83,6.86,4.18,21822
1.46,Premium,G,SI2,62.8,52.0,5421.0,7.31,7.27,4.58,21823
0.32,Ideal,E,VVS1,62.2,55.0,1061.0,4.41,4.37,2.73,21824
0.7,Fair,F,VS2,66.4,53.0,2516.0,5.51,5.49,3.65,21825
0.53,Premium,D,VS2,62.4,59.0,1783.0,5.14,5.18,3.22,21826
0.91,Good,G,VS2,59.9,61.0,4125.0,6.2,6.33,3.75,21827
0.71,Very Geod,E,VS2,62.9,55.0,2590.0,5.72,5.76,3.61,21828
0.41,Very Good,G,VS1,62.7,57.0,899.0,4.74,4.77,2.98,21829
1.21,Premium,G,VVS2,59.6,60.0,9370.0,6.89,6.91,4.11,21830
1.25,Premium,H,SI1,62.2,57.0,6783.0,6.91,6.85,4.28,21831
0.56,Very Good,G,VS2,60.9,58.0,1580.0,5.34,5.36,3.26,21832
0.31,Ideal,G,IF,61.2,56.0,891.0,4.36,4.4,2.68,21833
0.4,Very Good,D,VVS2,59.4,61.0,977.0,4.77,4.82,2.85,21834
1.02,Premium,D,VS1,61.3,58.0,8181.0,6.52,6.47,3.98,21835
0.57,Very Good,D,VS2,61.4,56.0,1998.0,5.34,5.37,3.29,21836
1.51,Good,E,SI1,62.8,59.0,11487.0,7.16,7.2,4.51,21837
2.16,Ideal,J,VS1,61.4,59.0,15714.0,8.27,8.33,5.1,21838
0.37,Good,G,SI2,63.4,57.0,487.0,4.55,4.57,2.89,21839
1.12,Good,F,VS2,63.8,57.0,6925.0,6.59,6.61,4.21,21840
1.03,Premium,F,VS1,61.7,56.0,6783.0,6.49,6.47,4.0,21841
0.32,Premium,E,VS2,61.2,59.0,900.0,4.43,4.4,2.7,21842
0.9,Premium,F,SI2,60.3,55.0,3704.0,6.35,6.28,3.81,21843
0.3,Ideal,F,VS2,60.5,56.0,828.0,4.37,4.33,2.63,21844
1.08,Very Geod,G,SI2,62.8,56.0,4685.0,6.48,6.6,4.11,21845
0.41,Ideal,G,VS2,62.7,56.0,1061.0,4.76,4.71,2.97,21846
1.04,Premium,D,VS1,62.3,59.0,8341.0,6.48,6.39,4.01,21847
0.35,Ideal,D,SI1,62.3,57.0,644.0,4.5,4.52,2.81,21848
1.16,Ideal,D,VS2,62.1,57.0,8038.0,6.7,6.73,4.17,21849
1.02,Good,E,VS2,63.2,60.0,6462.0,6.29,6.34,3.99,21850
0.31,Ideal,J,VVS1,62.4,54.0,461.0,4.32,4.35,2.7,21851
0.52,Ideal,I,VS2,61.9,58.0,1232.0,5.14,5.17,3.19,21852
0.31,Premium,E,VVS1,61.3,58.0,924.0,4.36,4.39,2.68,21853
1.7,Ideal,I,SI1,60.4,58.0,10967.0,7.73,7.67,4.65,21854
1.06,Premium,D,SI1,58.9,61.0,5983.0,6.69,6.63,3.92,21855
0.9,Good,F,VS1,63.5,57.0,4580.0,6.06,6.09,3.86,21856
0.91,Good,F,SI1,63.9,55.0,4279.0,6.1,6.17,3.92,21857
0.73,Ideal,G,IF,62.3,56.0,4142.0,5.72,5.78,3.58,21858
1.0,Premium,G,VS1,62.3,58.0,6290.0,6.39,6.3,3.95,21859
1.41,Very Good,J,VS1,59.4,59.0,7636.0,7.34,7.38,4.37,21860
0.25,Ideal,E,VVS2,62.1,57.0,740.0,4.07,4.04,2.52,21861
0.77,Very Good,G,VVS1,62.7,54.0,3966.0,5.84,5.89,3.67,21862
1.52,Premium,E,SI2,62.9,59.0,9576.0,7.31,7.26,4.58,21863
0.54,Ideal,D,SI1,60.8,57.0,1786.0,5.31,5.25,3.21,21864
0.53,Good,F,VS1,61.8,62.8,1624.0,5.13,5.16,3.18,21865
1.34,Ideal,J,VS1,62.0,57.0,6010.0,7.12,7.04,4.39,21866
0.58,Premium,F,SI2,63.0,56.0,1226.0,5.34,5.26,3.34,21867
0.3,Ideal,G,VVS1,61.8,56.0,720.0,4.34,4.37,2.69,21868
0.53,Ideal,D,SI1,62.0,57.0,1566.0,5.19,5.23,3.23,21869
0.53,Very Good,G,SI1,61.0,55.0,1219.0,5.21,5.32,3.21,21870
0.57,Premium,E,VS1,61.6,58.0,2753.0,5.36,5.33,3.29,21871
1.17,Ideal,J,VS1,62.5,57.0,5242.0,6.68,6.63,4.16,21872
0.55,Ideal,D,VS2,61.7,55.0,2133.0,5.27,5.29,3.26,21873
0.5,Very Geod,I,SI1,62.4,58.0,1048.0,5.0,5.06,3.14,21874
0.92,Ideal,H,IF,62.5,55.0,5758.0,6.25,6.3,3.92,21875
0.73,Ideal,J,SI1,62.0,55.0,2184.0,5.75,5.86,3.6,21876
0.3,Premium,H,VVS2,60.8,58.0,776.0,4.37,4.34,2.65,21877
1.09,Ideal,F,SI2,61.6,54.0,3882.0,6.69,6.62,4.1,21878
0.3,Very Good,F,VS2,63.0,55.0,524.0,4.28,4.29,2.7,21879
0.53,Premium,F,VS2,60.6,55.0,1753.0,5.26,5.23,3.18,21880
0.73,Very Good,H,SI1,62.8,55.0,2196.0,5.71,5.75,3.6,21881
0.4,Very Good,F,SI1,63.1,58.0,882.0,4.69,4.66,2.95,21882
1.06,Ideal,G,VS1,61.5,57.0,8093.0,6.54,6.56,4.03,21883
0.3,Very Good,F,VS2,62.7,58.0,605.0,4.25,4.3,2.68,21884
0.7,Very Good,E,VS2,60.5,63.0,2737.0,5.74,5.7,3.46,21885
0.33,Ideal,H,VS2,60.7,57.0,521.0,4.46,4.5,2.72,21886
0.33,Ideal,G,VS1,61.7,56.0,854.0,4.47,4.44,2.75,21887
1.01,Ideal,G,VS2,63.0,57.0,6027.0,6.42,6.35,4.02,21888
0.3,Ideal,E,VVS1,61.6,55.0,838.0,4.34,4.36,2.68,21889
0.33,Very Good,D,VVS2,59.5,56.0,933.0,4.51,4.56,2.7,21890
0.24,Very Good,E,VS2,60.1,58.0,419.0,4.01,4.04,2.42,21891
0.59,Ideal,G,VS1,62.1,55.0,1916.0,5.35,5.4,3.34,21892
2.0,Fair,H,I1,66.8,57.0,8064.0,7.81,7.72,5.19,21893
1.04,Ideal,I,VS1,62.4,57.0,5199.0,6.44,6.48,4.03,21894
0.34,Ideal,E,VVS1,62.1,57.0,1014.0,4.46,4.5,2.78,21895
1.59,Very Good,G,SI1,62.3,60.0,11613.0,7.42,7.49,4.64,21896
0.81,Premium,G,VS2,61.2,60.0,3084.0,6.0,5.99,3.67,21897
0.29,Very Good,E,VS1,58.9,56.0,504.0,4.35,4.37,2.57,21898
0.72,Premium,H,SI2,61.8,56.0,2144.0,5.79,5.73,3.56,21899
0.71,Very Good,G,SI2,61.3,58.0,2081.0,5.73,5.75,3.52,21900
0.8,Very Good,I,VS2,62.0,58.0,2833.0,5.86,5.95,3.66,21901
